1,レクサス,LE
2,トヨタ,TO
3,日産,NI
4,ホンダ,HO
5,マツダ,MA
6,スバル,SB
7,スズキ,SZ
8,三菱,MI
9,ダイハツ,DA
10,いすゞ,IS
11,光岡自動車,MT
12,トミーカイラ,TM
13,日野自動車,HI
14,ＵＤトラックス,UD
15,三菱ふそう,FU
16,メルセデス・ベンツ,ME
17,メルセデスＡＭＧ,AM
18,メルセデス・マイバッハ,MM
19,ＡＭＧ,AG
20,マイバッハ,MY
21,スマート,MC
22,ＢＭＷ,BM
23,ＢＭＷアルピナ,AL
24,アウディ,AD
25,フォルクスワーゲン,VW
26,オペル,OP
27,ポルシェ,PO
28,ルーフ,RU
29,ブラバス,BR
30,バーストナー,BN
31,ミニ,MN
32,キャデラック,CA
33,シボレー,CH
34,ビュイック,BU
35,ポンテアック,PN
36,サターン,ST
37,ハマー,HM
38,ＧＭＣ,GC
39,フォード,FO
40,リンカーン,LI
41,マーキュリー,MK
42,サリーン,SL
43,クライスラー,CR
44,ダッジ,DG
45,プリムス,PR
46,ＡＭＣ,AC
47,AMCジープ,AJ
48,ジープ,JE
49,オールズモビル,OL
50,ウィネベーゴ,WN
51,アバンティ,AV
52,DMC,DC
53,テスラ,TS
54,フィスカー,FS
55,米国レクサス,UL
56,米国インフィニティ,UI
57,米国アキュラ,UA
58,米国トヨタ,UT
59,米国サイオン,SI
60,米国日産,UN
61,米国ホンダ,UH
62,米国マツダ,UM
63,米国スバル,UR
64,米国スズキ,US
65,米国三菱,UB
66,ロールスロイス,RR
67,ベントレー,BE
68,ジャガー,JA
69,デイムラー,DI
70,ランドローバー,LR
71,アストンマーティン,AS
72,ロータス,RO
73,マクラーレン,ML
74,ＴＶＲ,TV
75,ＭＧ,MG
76,ローバー,RV
77,オースチン,AU
78,モーリス,MR
79,ＢＬ,BL
80,モーク,MQ
81,マーコス,MF
82,バンデンプラ,VP
83,ウーズレイ,WO
84,ライレー,RI
85,ケータハム,CT
86,ウエストフィールド,WE
87,モーガン,MO
88,パンサー,PT
89,トライアンフ,TR
90,ヒーレー,HE
91,カーボディーズ,CB
92,ジネッタ,GI
93,ボルボ,VO
94,サーブ,SA
95,プジョー,PE
96,ルノー,RE
97,シトロエン,CI
98,ＤＳオートモビル,DS
99,フィアット,FI
100,アルファロメオ,AF
101,フェラーリ,FE
102,ランボルギーニ,LG
103,マセラティ,MS
104,ランチア,LA
105,ベルトーネ,BT
106,アウトビアンキ,AT
107,アバルト,AB
108,イノチェンティ,IN
109,デトマソ,DE
110,ＫＴＭ,KT
111,ラーダ,LD
112,ヒュンダイ,HD
113,ＧＭマティス,MZ
114,サンヨン,SY
115,ＣＴ＆Ｔ,CU
116,タイトヨタ,TY
117,プロトン,PH
118,ＴＤ,TD
119,バーキン,BI
120,1シリーズ,BM,22
121,2シリーズアクティブツアラー,BM,22
122,3シリーズ,BM,22
123,3シリーズツーリング,BM,22
124,500(チンクエチェント),FI,99
125,5シリーズ,BM,22
126,5シリーズツーリング,BM,22
127,7シリーズ,BM,22
128,86,TO,2
129,911,PO,27
130,A3スポーツバック,AD,24
131,A4,AD,24
132,A4アバント,AD,24
133,AD,NI,3
134,AZ-ワゴン,MA,5
135,Aクラス,ME,16
136,Bクラス,ME,16
137,C-HR,TO,2
138,CLAクラス,ME,16
139,CLAシューティングブレーク,ME,16
140,CLSクラス,ME,16
141,CR-V,HO,4
142,CR-Z,HO,4
143,CT,LE,1
144,CX-3,MA,5
145,CX-5,MA,5
146,Cクラス,ME,16
147,Cクラスワゴン,ME,16
148,Eクラス,ME,16
149,Eクラスワゴン,ME,16
150,GS,LE,1
151,HS,LE,1
152,IS,LE,1
153,Kei,SZ,7
154,LS,LE,1
155,LSハイブリッド,LE,1
156,MPV,MA,5
157,MRワゴン,SZ,7
158,N-BOX,HO,4
159,N-BOX+,HO,4
160,N-BOXスラッシュ,HO,4
161,N-ONE,HO,4
162,N-WGN,HO,4
163,NT100クリッパー,NI,3
164,NV100クリッパー,NI,3
165,NV350キャラバン,NI,3
166,NX,LE,1
167,R2,SB,6
168,RX,LE,1
169,RX-8,MA,5
170,RXハイブリッド,LE,1
171,S660,HO,4
172,SAI,TO,2
173,Sクラス,ME,16
174,TT,AD,24
175,V40,VO,93
176,V60,VO,93
177,V70,VO,93
178,X1,BM,22
179,X3,BM,22
180,X5,BM,22
181,Z4,BM,22
182,bB,TO,2
183,eKカスタム,MI,8
184,eKスペース,MI,8
185,eKスポーツ,MI,8
186,eKワゴン,MI,8
187,up!,VW,25
188,アイ,MI,8
189,アウトランダーPHEV,MI,8
190,インプレッサSTI,SB,6
191,インプレッサXV,SB,6
192,デリカD：2,MI,8
193,デリカD：5,MI,8
194,フェアレディZ,NI,3
195,プリウスPHV,TO,2
196,レガシィB4,SB,6
197,2シリーズアクティブツアラー,BM,22
198,AD,NI,3
199,AZ-ワゴン,MA,5
200,HS,LE,1
201,IS,LE,1
202,LS,LE,1
203,LSハイブリッド,LE,1
204,MPV,MA,5
205,MRワゴン,SZ,7
206,N-BOX,HO,4
207,N-BOX+,HO,4
208,N-BOXスラッシュ,HO,4
209,N-ONE,HO,4
210,N-WGN,HO,4
211,NX,LE,1
212,R2,SB,6
213,RX,LE,1
214,RX-8,MA,5
215,RXハイブリッド,LE,1
216,S660,HO,4
217,eKカスタム,MI,8
218,eKスペース,MI,8
219,eKスポーツ,MI,8
220,eKワゴン,MI,8
221,up!,VW,25
222,アイ,MI,8
223,アイシス,TO,2
224,アウトランダー,MI,8
225,アウトランダーPHEV,MI,8
226,アクア,TO,2
227,アクセラスポーツ,MA,5
228,アクティトラック,HO,4
229,アクティバン,HO,4
230,アテンザ,MA,5
231,アトラス,NI,3
232,アトレーワゴン,DA,9
233,アルト,SZ,7
234,アルトラパン,SZ,7
235,アルファード,TO,2
236,イグニス,SZ,7
237,インサイト,HO,4
238,インプレッサSTI,SB,6
239,インプレッサXV,SB,6
240,インプレッサスポーツ,SB,6
241,インプレッサハッチバック,SB,6
242,ウィッシュ,TO,2
243,ウイングロード,NI,3
244,ウェイク,DA,9
245,エクシーガ,SB,6
246,エクストレイル,NI,3
247,エスクァイア,TO,2
248,エスティマ,TO,2
249,エスティマハイブリッド,TO,2
250,エッセ,DA,9
251,エブリイ,SZ,7
252,エブリイワゴン,SZ,7
253,エリシオン,HO,4
254,エルグランド,NI,3
255,エルフ,IS,10
256,オッティ,NI,3
257,オデッセイ,HO,4
258,オーリス,TO,2
259,カローラアクシオ,TO,2
260,クラウンアスリート,TO,2
261,ミライース,DA,9
262,ランサーエボリューション,MI,8
263,レガシィアウトバック,SB,6
264,ヴァンガード,TO,2
265,ヴィッツ,TO,2
266,ヴェゼル,HO,4
267,ヴェルファイア,TO,2
268,ヴォクシー,TO,2
269,Kei,SZ,7
270,NT100クリッパー,NI,3
271,NV100クリッパー,NI,3
272,NV350キャラバン,NI,3
273,カイエン,PO,27
274,カムリハイブリッド,TO,2
275,カローラアクシオ,TO,2
276,カローラフィールダー,TO,2
277,カローラルミオン,TO,2
278,キャスト,DA,9
279,キャラバン,NI,3
280,キャリイ,SZ,7
281,キャロル,MA,5
282,キャンター,FU,15
283,キューブ,NI,3
284,クラウンアスリート,TO,2
285,クラウンハイブリッド,TO,2
286,クラウンマジェスタ,TO,2
287,クラウンロイヤル,TO,2
288,クリッパー,NI,3
289,グランドチェロキー,JE,48
290,コペン,DA,9
291,コルト,MI,8
292,ゴルフ,VW,25
293,ゴルフトゥーラン,VW,25
294,ゴルフヴァリアント,VW,25
295,ミニクラブマン,MN,31
296,ミニクロスオーバー,MN,31
297,ミラココア,DA,9
298,ムーヴキャンバス,DA,9
299,ムーヴコンテ,DA,9
300,CR-V,HO,4
301,CR-Z,HO,4
302,CT,LE,1
303,CX-3,MA,5
304,CX-5,MA,5
305,GS,LE,1
306,N-BOXスラッシュ,HO,4
307,インプレッサスポーツ,SB,6
308,サクシードバン,TO,2
309,サンバー,SB,6
310,サンバートラック,SB,6
311,ザッツ,HO,4
312,ザ・ビートル,VW,25
313,シエンタ,TO,2
314,シャトル,HO,4
315,シルビア,NI,3
316,シーマ,NI,3
317,ジムニー,SZ,7
318,ジューク,NI,3
319,スイフト,SZ,7
320,スカイライン,NI,3
321,スカイラインクーペ,NI,3
322,スクラム,MA,5
323,ステップワゴン,HO,4
324,ステラ,SB,6
325,ストリーム,HO,4
326,スペイド,TO,2
327,スペーシア,SZ,7
328,セルシオ,TO,2
329,セルボ,SZ,7
330,セレナ,NI,3
331,ゼスト,HO,4
332,ソリオ,SZ,7
333,ハイラックスサーフ,TO,2
334,フィットシャトルハイブリッド,HO,4
335,ミラジーノ,DA,9
336,500(チンクエチェント),FI,99
337,グランドチェロキー,JE,48
338,ゴルフトゥーラン,VW,25
339,タント,DA,9
340,タントエグゼ,DA,9
341,ダイナ,TO,2
342,ティアナ,NI,3
343,ティーダ,NI,3
344,テリオスキッド,DA,9
345,デイズ,NI,3
346,デイズルークス,NI,3
347,デミオ,MA,5
348,デュアリス,NI,3
349,デュトロ,HI,13
350,デリカD：2,MI,8
351,デリカD：5,MI,8
352,トヨエース,TO,2
353,トール,DA,9
354,ニュービートル,VW,25
355,ネイキッド,DA,9
356,ノア,TO,2
357,ノート,NI,3
358,86,TO,2
359,N-BOX+,HO,4
360,bB,TO,2
361,カローラフィールダー,TO,2
362,ザ・ビートル,VW,25
363,ニュービートル,VW,25
364,ハイエース,TO,2
365,ハイエースバン,TO,2
366,ハイゼットカーゴ,DA,9
367,ハイゼットトラック,DA,9
368,ハイラックスサーフ,TO,2
369,ハスラー,SZ,7
370,ハリアー,TO,2
371,バモス,HO,4
372,パサートヴァリアント,VW,25
373,パジェロ,MI,8
374,パジェロミニ,MI,8
375,パッソ,TO,2
376,パレット,SZ,7
377,ビアンテ,MA,5
378,フィット,HO,4
379,フィットシャトルハイブリッド,HO,4
380,フィットハイブリッド,HO,4
381,フェアレディZ,NI,3
382,フォレスター,SB,6
383,フォワード,IS,10
384,フリード,HO,4
385,フリードハイブリッド,HO,4
386,フレア,MA,5
387,フレアワゴン,MA,5
388,フーガ,NI,3
389,ブーン,DA,9
390,プリウス,TO,2
391,プリウスPHV,TO,2
392,プリウスα,TO,2
393,プレオ,SB,6
394,プレマシー,MA,5
395,プレミオ,TO,2
396,プロボックスバン,TO,2
397,ベリーサ,MA,5
398,ボクスター,PO,27
399,ポルテ,TO,2
400,ポロ,VW,25
401,ランドクルーザープラド,TO,2
402,レガシィB4,SB,6
403,ヴィッツ,TO,2
404,ヴェゼル,HO,4
405,ヴェルファイア,TO,2
406,ヴォクシー,TO,2
407,クラウンマジェスタ,TO,2
408,マークII,TO,2
409,マークX,TO,2
410,マーチ,NI,3
411,ミニ,MN,31
412,ミニ,RV,76
413,ミニキャブトラック,MI,8
414,ミニキャブバン,MI,8
415,ミニクラブマン,MN,31
416,ミニクロスオーバー,MN,31
417,ミラ,DA,9
418,ミライース,DA,9
419,ミラココア,DA,9
420,ミラジーノ,DA,9
421,ムラーノ,NI,3
422,ムーヴ,DA,9
423,ムーヴキャンバス,DA,9
424,ムーヴコンテ,DA,9
425,ムーヴラテ,DA,9
426,モコ,NI,3
427,アルトラパン,SZ,7
428,カローラルミオン,TO,2
429,デイズルークス,NI,3
430,ムーヴラテ,DA,9
431,ライフ,HO,4
432,ラクティス,TO,2
433,ラフェスタ,NI,3
434,ラングラー,JE,48
435,ランサーエボリューション,MI,8
436,ランドクルーザー70,TO,2
437,ランドクルーザープラド,TO,2
438,リーフ,NI,3
439,ルークス,NI,3
440,レガシィB4,SB,6
441,レガシィアウトバック,SB,6
442,レガシィツーリングワゴン,SB,6
443,レジアスエース,TO,2
444,レンジャー,HI,13
445,レヴォーグ,SB,6
446,ロードスター,MA,5
447,N-ONE,HO,4
448,N-WGN,HO,4
449,ワゴンR,SZ,7
